time,sping fiow,precipitation,tem_1,tem_2,tem_3
2023.9.3,6.1,3.1,23.2,23.4,22
2023.9.4,6.1,0,25.6,26,25.3
2023.9.5,6.1,0,25.7,25.8,24.5
2023.9.6,6.1,0,25.2,25.7,24.4
2023.9.7,6.1,0,24.8,26.6,24.9
2023.9.8,6.1,0,26.1,26.9,26.1
2023.9.9,6.1,0,26.1,26.3,25.3
2023.9.10,6.2,0,26.9,26.7,25.5
2023.9.11,6.2,0,25.4,26.6,25.5
2023.9.12,6.2,0,26.2,26.2,25.8
2023.9.13,6.2,5.1,26,26.2,24.2
2023.9.14,6.2,103.3,24.2,24.3,21
2023.9.15,6.2,0,24,24.8,23.1
2023.9.16,6.2,0.4,24.1,24,21.7
2023.9.17,6.2,7.3,24.4,23.7,22
2023.9.18,6.2,0,23,22.7,22.1
2023.9.19,6.2,0,23.7,24.5,22.9
2023.9.20,6.2,0,24.4,25.4,23.8
2023.9.21,6.2,0,25.5,25.5,24.3
2023.9.22,6.2,0.1,26.8,28.5,26.4
2023.9.23,6.2,119.8,22.6,21.9,20.4
2023.9.24,6.2,1.7,22.7,22.4,20.5
2023.9.25,6.2,0.1,21,22.7,21.3
2023.9.26,6.2,0,21.3,21.6,20.8
2023.9.27,6.2,0,21.4,21.2,19.2
2023.9.28,6.4,39.1,17.3,17.3,15.1
2023.9.29,6.4,11.9,17.8,17.6,16.2
2023.9.30,6.4,6.3,18.9,18.9,18.4
2023.10.1,6.4,4,18.3,18.9,17.9
2023.10.2,6.4,10.4,17.6,18.4,18.7
2023.10.3,6.4,2.6,19.6,20.7,20.4
2023.10.4,6.4,0,19,19.7,20.3
2023.10.5,6.5,1,17.8,18.2,17.5
2023.10.6,6.5,0.4,16.3,17.2,16.2
2023.10.7,6.5,0,19.1,20.4,19.4
2023.10.8,6.5,0,19.4,20.5,19
2023.10.9,6.4,0,18.3,18,16.2
2023.10.10,6.4,0,16,16.8,15.6
2023.10.11,6.4,0,16.3,17.5,14.7
2023.10.12,6.6,0,16.9,19,17.2
2023.10.13,6.6,0,19.8,18.6,17.7
2023.10.14,6.5,0,17.3,17.6,17
2023.10.15,6.5,0,17,17.3,16.9
2023.10.16,6.5,0,16.6,17.8,16.2
2023.10.17,6.5,0,15.8,17.8,17.1
2023.10.18,6.5,0,17.7,18.2,18.6
2023.10.19,6.5,0,17.7,20.4,21.6
2023.10.20,6.5,0,17.8,18.4,17.4
2023.10.21,6.5,0.4,17.7,18.8,17.6
2023.10.22,6.5,1.7,19.8,20.6,18.8
2023.10.23,6.5,0.4,16.1,16.8,15.7
2023.10.24,6.5,0,12.7,14.4,13.5
2023.10.25,6.5,0,13.5,14.8,14.6
2023.10.26,6.4,0,14.3,16.8,16.3
2023.10.27,6.4,0,15.5,18.7,17.9
2023.10.28,6.3,0,17.1,20.1,20.4
2023.10.29,6.3,0,18.1,20.1,22.6
2023.10.30,6.3,0,23.3,18.5,20
2023.10.31,6.3,0,15.7,17.2,16.4
2023.11.1,6.3,0,15.6,17.6,17.6
2023.11.2,6.3,0,16.6,18.9,19.2
2023.11.3,6.3,0,16.9,18,20.4
2023.11.4,6.3,0,17.8,20.1,20.8
2023.11.5,6.3,0,18.7,22.4,23.5
2023.11.6,6.3,0,19.5,21.7,21.9
2023.11.7,6.3,6.2,17.1,16.8,15.9
2023.11.8,6.2,0.7,12.9,13.3,13.4
2023.11.9,6.2,98.7,12.4,12.5,10.2
2023.11.10,6.2,0,9,10,9.5
2023.11.11,6.2,0,8.5,9.5,10.1
2023.11.12,6.2,0,10.6,10.8,11.2
2023.11.13,6.1,0,9.9,9.6,7.2
2023.11.14,6.1,1.8,4,4.3,2
2023.11.15,6.1,0.7,3.2,2.8,-0.1
2023.11.16,6.1,0,3.8,3.2,2.6
2023.11.17,6.1,0,3.9,5.4,4.5
2023.11.18,6.1,0,3.9,5.2,5.9
2023.11.19,6.1,0,6.7,7.5,8.3
2023.11.20,6,0,10.9,11.1,9.2
2023.11.21,6,0,7.4,8.2,8.6
2023.11.22,6,0,8,8.1,9.2
2023.11.23,6,0,8.8,11.2,13.2
2023.11.24,5.9,0,7.9,8.9,10.3
2023.11.25,5.9,0,9.1,11.4,12.2
2023.11.26,5.8,0,11.9,11.4,13.9
2023.11.27,5.8,0,8.1,8.2,6.3
2023.11.28,5.7,0,2.4,2,0.2
2023.11.29,5.7,0.1,3.5,3.2,1.1
2023.11.30,5.7,0,2.1,3.3,3.8
2023.12.1,5.7,0,9.9,11.3,11.7
2023.12.2,5.7,0,5,5.7,5.4
2023.12.3,5.7,0,4.4,3.7,1.3
2023.12.4,5.6,0,-1.5,-0.1,0.3
2023.12.5,5.6,0,2.5,1.2,3.6
2023.12.6,5.5,0,2,2.6,4.7
2023.12.7,5.5,0,2.5,4.3,5
2023.12.8,5.4,0,5.1,8.1,10.1
2023.12.9,5.4,0,6.9,8.4,11.4
2023.12.10,5.4,0,11.9,12.1,11.4
2023.12.11,5.4,0,8.8,12.7,15.8
2023.12.12,5.4,0,10.4,14.9,19.1
2023.12.13,5.5,0,11.5,9,9.3
2023.12.14,5.5,12.1,4.6,3.2,0.8
2023.12.15,5.4,24.3,-0.1,-1.2,-3.2
2023.12.16,5.4,0,-0.6,-1.4,-2.9
2023.12.17,5.4,1.2,-0.1,-0.9,-3.1
2023.12.18,5.3,41.8,0.6,-0.5,-2.5
2023.12.19,5.3,4.1,-2.1,-2.6,-4.8
2023.12.20,5.3,0,-6.3,-6.4,-6.7
2023.12.21,5.3,0,-6.3,-7.6,-8
2023.12.22,5.3,0,-2.6,-2.4,-4.8
2023.12.23,5.3,0,-4,-4.6,-6.3
2023.12.24,5.3,0,-6.6,-7.7,-8.9
2023.12.25,5.3,0,-8.8,-9.2,-8.7
2023.12.26,5.3,0,-7.3,-7.4,-6.5
2023.12.27,5.3,0,-4.7,-5.6,-5.4
2023.12.28,5.3,0,-3.8,-4.1,-3.2
2023.12.29,5.3,0,-1.5,-2.3,0.3
2023.12.30,5.3,0,1.2,0.4,1
2023.12.31,5.3,0,0.4,-0.3,-1.8
2024.1.1,5.2,0,-1.8,-1.7,-0.8
2024.1.2,5.2,6.8,1.1,1.4,1.4
2024.1.3,5.2,0,1.5,-0.4,2.9
2024.1.4,5.1,0,0.2,-0.1,1.2
2024.1.5,5.1,0,-1.8,-0.7,-0.7
2024.1.6,5,0,1,1.4,4.1
2024.1.7,5,0,3.9,2.7,5.5
2024.1.8,5,0,3,5.1,6.9
2024.1.9,4.9,0,4.5,3.9,4.5
2024.1.10,4.9,0,2.1,2.2,1.7
2024.1.11,4.8,0,-2.4,-1.3,-1.3
2024.1.12,4.8,0,-0.7,1.8,0.9
2024.1.13,4.8,0,0.1,1.2,-0.4
2024.1.14,4.8,0,-0.7,1.8,0.9
2024.1.15,4.7,0,1.7,5.1,6.6
2024.1.16,4.7,0,2.3,4.5,4.6
2024.1.17,4.7,0,3.3,2.1,2.1
2024.1.18,4.6,0,3,2.4,0.8
2024.1.19,4.6,4.9,-1.7,-1.2,-0.7
2024.1.20,4.6,28.3,-0.2,-0.3,-0.9
2024.1.21,4.5,15.6,0.4,0.2,-0.1
2024.1.22,4.5,0,0.9,0.7,-0.9
2024.1.23,4.4,0,1.2,0.5,-1.6
2024.1.24,4.4,0,-0.4,-0.9,-2.5
2024.1.25,4.4,0,-2,-2,-4.6
2024.1.26,4.3,0,-6,-5.6,-6.9
2024.1.27,4.3,0,-6.3,-5.3,-5.8
2024.1.28,4.2,0,-4.1,-2.4,-2.3
2024.1.29,4.2,0,-1.8,-0.3,0
2024.1.30,4.2,0,-1.3,0.8,1.6
2024.1.31,4.1,0,-0.1,-0.4,0.6
2024.2.1,4.1,0,-0.1,0.3,2.3
2024.2.2,4.1,0,2.8,1.1,2.3
2024.2.3,4,0,2,1.5,0.6
2024.2.4,4,0.3,-0.9,-1.3,-2.6
2024.2.5,4,5.3,-1.5,-2.2,-4.8
2024.2.6,4,4.2,-4.1,-3.6,-5.7
2024.2.7,3.9,3.3,-2.8,-1.9,-3.7
2024.2.8,3.9,0.6,-1.4,-1,-3.4
2024.2.9,3.9,0,-2.8,-2.3,-3.5
2024.2.10,3.9,0,-1.2,-0.5,-1.3
2024.2.11,3.8,0,-1.2,0,0
2024.2.12,3.8,0,-0.3,1.2,1.1
2024.2.13,3.8,0,2.1,4.3,5.1
2024.2.14,3.7,0,4.1,3.8,5.7
2024.2.15,3.7,0,4.4,6.8,7.9
2024.2.16,3.7,0,5.9,8.7,9.3
2024.2.17,3.6,0,8.2,10,12.1
2024.2.18,3.6,0,10.2,9,9.8
2024.2.19,3.6,2,5.6,6.1,4.6
2024.2.20,3.6,0,4.8,7.6,6.6
2024.2.21,3.5,0,7.9,8.8,9.4
2024.2.22,3.5,0,12.1,10.2,10.5
2024.2.23,3.5,1,6.8,6.2,3.3
2024.2.24,3.4,13.7,-0.4,-1.5,-4
2024.2.25,3.4,5.4,-3.4,-4.6,-6.5
2024.2.26,3.4,0,-0.8,-1.7,-3.4
2024.2.27,3.4,0,-0.3,-0.8,-2.1
2024.2.28,3.4,0,0.5,1.1,-0.4
2024.2.29,3.3,0,2,2.1,2.4
2024.3.1,3.3,0,4.1,2.8,2.9
2024.3.2,3.3,0,2,3.3,3.2
2024.3.3,3.3,0,5,4.5,4
2024.3.4,3.2,0,5.5,5,2.5
2024.3.5,3.2,0.9,2,3.1,1.2
2024.3.6,3.2,0,4.3,5.8,5.3
2024.3.7,3.1,0,6.7,6.4,7.9
2024.3.8,3.1,0,8.5,6.4,4.3
2024.3.9,3.1,0,7.2,6.3,3.3
2024.3.10,3,0.3,4.3,4.5,2.6
2024.3.11,3,0,6.4,7.6,7.1
2024.3.12,3,0,4.8,5.6,5.8
2024.3.13,2.9,0,7,7.2,7.9
2024.3.14,2.9,0,9.2,11,11.9
2024.3.15,2.8,0,11.8,13.5,14.3
2024.3.16,2.8,0,10.9,10.9,9.9
2024.3.17,2.7,0.7,10.6,12.8,11.2
2024.3.18,2.7,0,11.3,12.4,13.4
2024.3.19,2.6,0,13.3,12.8,13.9
2024.3.20,2.6,0,15.4,15.8,15.5
2024.3.21,2.4,0,14.6,13.3,12.3
2024.3.22,2.2,0,12.4,13.5,13.4
2024.3.23,2.1,0,13.9,13.7,13.9
2024.3.24,1.9,0,12.6,11.8,12.2
2024.3.25,1.8,0,13.2,15,14.8
2024.3.26,1.7,0,14.6,13.5,14.2
2024.3.27,1.6,1.7,16.8,13.8,11.3
2024.3.28,1.5,49.3,12.8,11.9,9.8
2024.3.29,1.5,15.8,9.4,8.8,7.5
2024.3.30,1.4,0,11.8,12.3,13.1
2024.3.31,1.4,0,14.4,14.7,14.9
2024.4.1,1.4,0,16.5,14.1,18.9
2024.4.2,1.3,0,17.3,17.2,18.4
2024.4.3,1.3,0,17.2,16.9,17
2024.4.4,1.3,0,16.9,18.1,19.6
2024.4.5,1.2,0,19.3,17.4,17.4
2024.4.6,1.2,0.7,16.1,13.9,12.4
2024.4.7,1.2,1.6,13.4,12.7,10.2
2024.4.8,1.1,0,10.6,10.4,10
2024.4.9,1,0,11.9,13,13.1
2024.4.10,0.9,0,15.3,16.9,16.8
2024.4.11,0.8,0,17.4,18.5,18.4
2024.4.12,0.7,0,18.3,19.4,20.5
2024.4.13,0.6,0,16,14.5,13.8
2024.4.14,0.5,0,16.8,16.8,15.5
2024.4.15,0.4,0,18.7,18.6,19.6
2024.4.16,0.3,0,18.9,19.9,20.5
2024.4.17,0.2,0,19.9,20.4,20.3
2024.4.18,0.1,16.7,18.3,17.9,16.8
2024.4.19,0.05,0,18.3,19,19.2
2024.4.20,0,0,19.5,19.2,18.5
2024.4.21,0,0,19.6,20.2,20.7
2024.4.22,0,0,20.2,21.1,22.3
2024.4.23,0,2.9,18.4,17.8,17.5
2024.4.24,0,0.1,18.4,17.8,16.7
2024.4.25,0,0,19.5,19.6,18.2
2024.4.26,0,0.5,20.4,21.2,20.1
2024.4.27,0,0,21,20.9,19.8
2024.4.28,0,0,18.9,20.1,20.9
2024.4.29,0,0,22.1,22.8,24.4
2024.4.30,0,0,23.6,23.7,24.8
2024.4.31,0,0,24.1,23.6,23.9
2024.5.1,0,0,21.6,18.8,18.2
2024.5.2,0,0,17.1,15.9,14.4
2024.5.3,0,0.2,17,16.5,16
2024.5.4,0,0,16.7,17.3,18.1
2024.5.5,0,0,18.9,19.1,19
2024.5.6,0,0,19.6,17.8,18.1
2024.5.7,0,8.1,15.6,16.2,15.4
2024.5.8,0,0,16.9,17.3,16.5
2024.5.9,0,0,18.5,19,18.9
2024.5.10,0,0,22,21.8,22
2024.5.11,0,0,23.3,21.6,22.4
2024.5.12,0,0,23.6,22.9,23.7
2024.5.13,0,0,24.2,24,25
2024.5.14,0,0,23.7,22.6,22.9
2024.5.15,0,0,22,20,21.3
2024.5.16,0,0,23.4,23.7,24.2
2024.5.17,0,0,26.2,26.6,28.3
2024.5.18,0,8.1,22,21.1,20.3
2024.5.19,0,0,21.4,23,22.8
2024.5.20,0,0.5,28,26.6,28.3
2024.5.21,0,0,30,28.2,28.2
2024.5.22,0,0,29.4,28.9,29.8
2024.5.23,0,0,25.5,22,21.9
2024.5.24,0,0,23.2,23.6,23.7
2024.5.25,0,0,27.2,26.2,26.9
2024.5.26,0,0,28.3,28.8,28.6
2024.5.27,0,0,26.8,22.9,23
2024.5.28,0,16.9,21,19.1,18.3
2024.5.29,0,8.3,23.8,21.8,22.9
2024.5.30,0,0,25.2,24.2,24.4
2024.5.31,0,0,26.2,25.7,26
2024.6.1,0,0,24.4,25,24.6
2024.6.2,0,0.3,26.2,26.3,27.3
2024.6.3,0,0,27.4,27.2,27.3
2024.6.4,0,0,28.1,27.2,26.2
2024.6.5,0,0,28,28.4,28.6
2024.6.6,0,0.1,27.6,29,27.6
2024.6.7,0,1.2,26.8,26.2,26
2024.6.8,0,0,23.8,24.6,23.5
2024.6.9,0,0,24.6,24.7,23.9
2024.6.10,0,0.3,27.2,26.3,23.4
2024.6.11,0,0.3,26.6,25.7,25.6
2024.6.12,0,0,28.2,29.2,30
2024.6.13,0,0,30.4,29.8,30.8
2024.6.14,0,3.8,31.3,31.2,29.6
2024.6.15,0,0,31.7,32.8,30.8
2024.6.16,0,6.9,33.1,33.3,31.6
2024.6.17,0,1.4,30.2,31.1,29
2024.6.18,0,0,30.6,30.2,28.5
2024.6.19,0,22.8,24.9,23.4,23
2024.6.20,0,0,26.5,27,27.1
2024.6.21,0,0,29.3,30.2,29.1
2024.6.22,0,0,29.9,29.8,29.8
2024.6.23,0,0,30,30,29.9
2024.6.24,0,79.7,26,25.4,23.7
2024.6.25,0,0,27.8,28.3,26.9
2024.6.26,0,0,32.3,31,29.8
2024.6.27,0,0.1,29.6,29.2,27.4
2024.6.28,0,0,29.6,29.2,28
2024.6.29,0,0,29.7,29.7,28.2
2024.6.30,0,0,28.7,28.2,27.6
2024.7.1,0.05,0,29.4,29,28.8
2024.7.2,0.05,0,29.7,30.4,28.5
2024.7.3,0.05,47.9,28.9,28.8,28.6
2024.7.4,0.05,40,25.2,24.6,22.4
2024.7.5,0.05,62.7,23.3,22.2,20.8
2024.7.6,0.1,0,24.7,24.9,23.1
2024.7.7,0.1,26.6,27.4,27.2,26.5
2024.7.8,0.1,125.3,24.6,24.7,23.1
2024.7.9,0.15,0.1,26.8,26.7,26.5
2024.7.10,0.15,0.1,28.2,28.2,26.6
2024.7.11,0.15,15.9,25.5,24.4,23.9
2024.7.12,0.2,0,26.2,26.4,26
2024.7.13,0.2,0,28,27.8,27
2024.7.14,0.2,0,28.1,28.4,28.2
2024.7.15,0.2,0,27.5,27.4,26.8
2024.7.16,0.3,0,28.7,28.6,25.5
2024.7.17,0.3,0,28.3,27.7,25.4
2024.7.18,0.4,19.2,26.5,26.2,24.1
2024.7.19,0.4,5.1,27.1,27.4,25.9
2024.7.20,0.5,101.7,26.1,26.3,24.6
2024.7.21,0.5,0,27.6,28.2,28.5
2024.7.22,0.6,7.4,27.5,27.8,28
2024.7.23,0.6,7.5,27.6,28,27.1
2024.7.24,0.7,0,31,31.4,29.7
2024.7.25,0.7,134.6,30.4,30.9,28.8
2024.7.26,0.7,1.9,29.2,29.8,27.8
2024.7.27,0.7,0,30.8,32.3,30.3
2024.7.28,0.7,34.6,26.2,26.8,25.4
2024.7.29,0.8,3.1,28.8,28.2,26.8
2024.7.30,0.8,0,29.2,29.2,28.5
2024.8.1,0.9,0,30.5,29.4,28.8
2024.8.2,0.9,91.2,27.8,27.8,26.1
2024.8.3,0.9,0.2,30,30.2,28.2
2024.8.4,0.9,0.7,28.6,28.8,28.4
2024.8.5,1,0,30.1,30.3,29.1
2024.8.6,1,0,29.7,30.3,29
2024.8.7,1,0,30.6,31.4,30.1
2024.8.8,1.1,44.9,30.2,30.5,28.2
2024.8.9,1.1,0.7,29.4,29,27.1
2024.8.10,1.2,0,29.7,29.8,28.2
2024.8.11,1.2,10.7,27.6,28.2,25.6
2024.8.12,1.2,0,27.2,27.6,25.7
2024.8.13,1.3,36.2,28,28.4,25.8
2024.8.14,1.3,0.1,28,29.4,28.8
2024.8.15,1.3,0,29.1,30.8,30.6
2024.8.16,1.3,0,28.3,28.7,29.4
2024.8.17,1.4,2.4,29.3,28.5,27.6
2024.8.18,1.4,0.1,27.7,27.7,26.2
2024.8.19,1.5,0,28.5,28.8,26.8
2024.8.20,1.6,1.2,28.4,29.8,26.6
2024.8.21,1.6,14.9,27.8,28.5,25.2
2024.8.22,1.6,15.3,27.5,27.4,25.2
2024.8.23,1.6,48.4,26.2,25.5,24.4
2024.8.24,1.6,12,25.5,25.8,23.5
2024.8.25,1.7,0,26,26.9,25.4
